10231023,3,4.678791887
10241024,4,0.741946737
10251025,3,6
10261026,4,1
10271027,3,5
10281028,4,
10291029,4,
10321032,4,
10341034,4,
10351035,4,
10361036,4,
10371037,3,
10381038,4,
10391039,4,
10421042,4,
10431043,4,
10451045,4,
10461046,3,
10471047,5,
10481048,4,
10491049,4,
10521052,4,
10531053,3,
10541054,3,
10561056,3,
10571057,3,
10581058,3,
10591059,4,
10621062,5,
10631063,3,
10641064,4,
10651065,4,
10671067,3,
10681068,3,
10691069,4,
10721072,4,
10731073,4,
10741074,3,
10751075,4,
10761076,4,
10781078,4,
10791079,4,
10821082,4,
10831083,5,
10841084,4,
10851085,4,
10861086,4,
10871087,4,
10891089,5,
10921092,4,
10931093,5,
10941094,4,
10951095,4,
10961096,4,
10971097,4,
10981098,4,
12031203,3,
12041204,4,
12051205,4,
12061206,4,
12071207,5,
12081208,4,
12091209,5,
12301230,3,
12341234,1,
12351235,2,
12361236,4,
12371237,5,
12381238,6,
12391239,6,
12401240,3,
12431243,2,
12451245,3,
12461246,4,
12471247,5,
12481248,6,
12491249,6,
12501250,4,
12531253,3,
12541254,3,
12561256,4,
12571257,3,
12581258,5,
12591259,5,
12601260,4,
12631263,4,
12641264,3,
12651265,3,
12671267,4,
12681268,5,
12691269,5,
12701270,3,
12731273,5,
12741274,5,
12751275,3,
12761276,3,
12781278,5,
12791279,4,
12801280,4,
12831283,6,
12841284,6,
12851285,5,
12861286,5,
12871287,4,
12891289,4,
12901290,4,
12931293,6,
12941294,6,
12951295,5,
12961296,5,
12971297,4,
12981298,4,
13021302,3,
13041304,4,
13051305,3,
13061306,3,
13071307,4,
13081308,5,
13091309,5,
13201320,3,
13241324,3,
13251325,2,
13261326,4,
13271327,5,
13281328,6,
13291329,6,
13401340,4,
13421342,2,
13451345,4,
13461346,3,
13471347,5,
13481348,6,
13491349,6,
13501350,3,
13521352,3,
13541354,4,
13561356,2,
13571357,4,
13581358,5,
13591359,5,
13601360,3,
13621362,4,
13641364,3,
13651365,3,
13671367,4,
13681368,5,
13691369,5,
13701370,4,
13721372,5,
13741374,5,
13751375,4,
13761376,4,
13781378,4,
13791379,5,
13801380,5,
13821382,6,
13841384,6,
13851385,5,
13861386,5,
13871387,4,
13891389,5,
13901390,5,
13921392,6,
13941394,6,
13951395,5,
13961396,5,
13971397,5,
13981398,5,
14021402,4,
14031403,4,
14051405,5,
14061406,3,
14071407,4,
14081408,4,
14091409,5,
14201420,4,
14231423,3,
14251425,4,
14261426,3,
14271427,5,
14281428,6,
14291429,6,
14301430,4,
14321432,4,
14351435,3,
14361436,3,
14371437,5,
14381438,6,
14391439,6,
14501450,4,
14521452,3,
14531453,3,
14561456,4,
14571457,4,
14581458,5,
14591459,5,
14601460,5,
14621462,4,
14631463,4,
14651465,4,
14671467,4,
14681468,5,
14691469,5,
14701470,4,
14721472,5,
14731473,5,
14751475,4,
14761476,4,
14781478,5,
14791479,5,
14801480,4,
14821482,6,
14831483,6,
14851485,5,
14861486,5,
14871487,4,
14891489,4,
14901490,5,
14921492,6,
14931493,6,
14951495,5,
14961496,5,
14971497,5,
14981498,5,
15021502,3,
15031503,4,
15041504,3,
15061506,4,
15071507,4,
15081508,4,
15091509,4,
15201520,3,
15231523,3,
15241524,3,
15261526,4,
15271527,4,
15281528,5,
15291529,5,
15301530,4,
15321532,3,
15341534,4,
15361536,4,
15371537,5,
15381538,5,
15391539,5,
15401540,5,
15421542,3,
15431543,4,
15461546,4,
15471547,6,
15481548,5,
15491549,5,
15601560,4,
15621562,4,
15631563,3,
15641564,3,
15671567,2,
15681568,4,
15691569,4,
15701570,3,
15721572,4,
15731573,4,
15741574,4,
15761576,3,
15781578,4,
15791579,4,
15801580,4,
15821582,5,
15831583,5,
15841584,5,
15861586,4,
15871587,4,
15891589,4,
15901590,4,
15921592,5,
15931593,5,
15941594,5,
15961596,4,
15971597,4,
15981598,4,
16021602,5,
16031603,3,
16041604,4,
16051605,3,
16071607,4,
16081608,4,
16091609,5,
16201620,4,
16231623,4,
16241624,3,
16251625,4,
16271627,4,
16281628,5,
16291629,5,
16301630,4,
16321632,4,
16341634,4,
16351635,3,
16371637,4,
16381638,5,
16391639,5,
16401640,4,
16421642,4,
16431643,4,
16451645,4,
16471647,4,
16481648,5,
16491649,5,
16501650,3,
16521652,4,
16531653,3,
16541654,3,
16571657,4,
16581658,5,
16591659,5,
16701670,4,
16721672,4,
16731673,4,
16741674,4,
16751675,3,
16781678,4,
16791679,4,
16801680,4,
16821682,5,
16831683,5,
16841684,5,
16851685,5,
16871687,4,
16891689,4,
16901690,5,
16921692,5,
16931693,5,
16941694,5,
16951695,5,
16971697,4,
16981698,4,
17021702,3,
17031703,6,
17041704,3,
17051705,4,
17061706,4,
17081708,4,
17091709,4,
17201720,4,
17231723,5,
17241724,5,
17251725,4,
17261726,4,
17281728,4,
17291729,4,
17301730,3,
17321732,5,
17341734,5,
17351735,3,
17361736,3,
17381738,4,
17391739,4,
17401740,5,
17421742,5,
17431743,5,
17451745,4,
17461746,4,
17481748,5,
17491749,5,
17501750,4,
17521752,5,
17531753,4,
17541754,4,
17561756,3,
17581758,4,
17591759,4,
17601760,4,
17621762,4,
17631763,4,
17641764,4,
17651765,4,
17681768,4,
17691769,4,
17801780,4,
17821782,4,
17831783,5,
17841784,4,
17851785,4,
17861786,4,
17891789,5,
17901790,5,
17921792,4,
17931793,5,
17941794,4,
17951795,4,
17961796,4,
17981798,4,
18021802,5,
18031803,5,
18041804,4,
18051805,3,
18061806,4,
18071807,4,
18091809,5,
18201820,4,
18231823,6,
18241824,6,
18251825,5,
18261826,5,
18271827,4,
18291829,5,
18301830,4,
18321832,6,
18341834,6,
18351835,5,
18361836,5,
18371837,4,
18391839,5,
18401840,4,
18421842,6,
18431843,6,
18451845,5,
18461846,5,
18471847,4,
18491849,5,
18501850,4,
18521852,5,
18531853,5,
18541854,5,
18561856,4,
18571857,4,
18591859,5,
18601860,3,
18621862,5,
18631863,5,
18641864,5,
18651865,4,
18671867,4,
18691869,5,
18701870,4,
18721872,4,
18731873,5,
18741874,4,
18751875,4,
18761876,4,
18791879,5,
18901890,5,
18921892,5,
18931893,5,
18941894,4,
18951895,5,
18961896,4,
18971897,4,
19021902,5,
19031903,5,
19041904,4,
19051905,5,
19061906,4,
19071907,4,
19081908,5,
19201920,4,
19231923,6,
19241924,6,
19251925,5,
19261926,5,
19271927,5,
19281928,5,
19301930,4,
19321932,6,
19341934,6,
19351935,5,
19361936,5,
19371937,4,
19381938,5,
19401940,4,
19421942,6,
19431943,6,
19451945,5,
19461946,5,
19471947,5,
19481948,4,
19501950,5,
19521952,4,
19531953,5,
19541954,5,
19561956,4,
19571957,4,
19581958,4,
19601960,5,
19621962,5,
19631963,5,
19641964,5,
19651965,4,
19671967,4,
19681968,4,
19701970,5,
19721972,5,
19731973,5,
19741974,4,
19751975,4,
19761976,4,
19781978,4,
19801980,4,
19821982,5,
19831983,5,
